titles,links,content,time,media
明 天 投 票 日 　 柱 姐 籲 藍 營 支 持 者 ： 不 要 生 氣 要 爭 氣,https://www.appledaily.com.tw/realtimenews/article/new/20160115/775528/,選戰最後一周，國民黨採激出藍營選民投票意願的選戰策略，立法院副院長洪秀柱今也呼籲國民黨的支持者不要生氣，與其在家生氣，不...,2016-01-15,Apple Daily
朱 立 倫 也 挺 子 瑜 了 　 要 國 旗 讓 世 界 看 見 ！,https://www.appledaily.com.tw/realtimenews/article/new/20160115/775484/,國民黨官網昨天貼出國旗照，力挺遭「台獨自走砲」黃安轟到的16歲台灣正妹周子瑜，今天國民黨候選人朱立倫也在臉書貼出國旗衣，...,2016-01-15,Apple Daily
藍 營 控 綠 候 選 人 賄 選 　 陳 滄 江 不 排 除 絕 食 自 清,https://www.appledaily.com.tw/realtimenews/article/new/20160115/775451/,國民黨陣營昨指控民進黨金門縣立委候選人陳滄江樁腳涉賄案，民進黨除昨已請律師協助陳滄江向國民黨籍候選人楊鎮浯、國民黨金門縣...,2016-01-15,Apple Daily
【 財 訊 】 選 後 爭 黨 魁 ， 國 民 黨 分 裂 危 機 罩 頂 . . . 誰 是 國 民 黨 「 蔡 英 文 」 ？,https://www.appledaily.com.tw/realtimenews/article/new/20160115/775382/,本內容由財訊雙週刊提供在馬回任主席意願不高的情況下，目前僅見洪秀柱「義無反顧」，但吳王胡郝都不是省油的燈，這場黨魁爭霸戰...,2016-01-15,Apple Daily
A 濫 超 有 種 　 辯 論 會 嗆 朱 立 倫 ： 有 沒 有 X X ？,https://www.appledaily.com.tw/realtimenews/article/new/20160115/775400/,繼選舉公報「告白」後，知名部落客「A濫」又一鉅作！這次惡搞的是總統辯論會！知名部落客林雅強(A濫)日前惡搞選舉公告向朱立...,2016-01-15,Apple Daily
防 選 舉 爭 端 　 高 雄 警 方 架 5 0 0 拒 馬,https://www.appledaily.com.tw/realtimenews/article/new/20160115/775425/,明天就要投票了！高市警方將投入6千7百名警力，負責駐地及投票所的安全維護，同時在今天趕工，分別在地方法院、選委會、市府及...,2016-01-15,Apple Daily
【 選 戰 倒 數 】 朱 立 倫 高 婉 倩 北 市 掃 街 　 堅 持 不 穿 防 彈 衣,https://www.appledaily.com.tw/realtimenews/article/new/20160115/775351/,（更新：增加影片）明天就要投票，國民黨總統候選人朱立倫今天再與夫人高婉倩一起，在台北市掃街。他會前受訪被問到，是否穿上防...,2016-01-15,Apple Daily
【 財 訊 】 多 數 黨 組 閣   朱 立 倫 暗 算 馬 英 九 ？,https://www.appledaily.com.tw/realtimenews/article/new/20160115/775355/,本內容由財訊雙週刊提供「選後由多數黨組閣」的議題，突然在選前10天橫空而出，雖不能撼動選情，卻讓隱藏在選後多變的政局，提...,2016-01-15,Apple Daily
【 更 新 】 台 灣 大 選 過 後 　 美 方 將 派 高 官 奔 走 兩 岸,https://www.appledaily.com.tw/realtimenews/article/new/20160115/775289/,（更新：新增訊息）台灣即將在明日進行總統大選投開票作業，就在此時，美國國務院發表聲明，表示副國務卿布林肯(Antony ...,2016-01-15,Apple Daily
所 有 不 滿 他 承 擔 　 馬 總 統 力 挺 朱 立 倫,https://www.appledaily.com.tw/realtimenews/article/new/20160115/775345/,選戰剩下不到24小時，總統馬英九出手了。馬總統一早就在臉書貼文，呼籲大家以大局為重，力挺國民黨總統候選人朱立倫，馬也自省...,2016-01-15,Apple Daily
今 晚 你 選 哪 一 場 ？ 　 選 前 之 夜 地 點 有 玄 機,https://www.appledaily.com.tw/realtimenews/article/new/20160115/775297/,決戰北台灣！今日出版的《蘋果日報》報導，總統、立委選舉明天投票，三黨總統候選人今把握選戰最後24小時掃街衝刺，選前之夜造...,2016-01-15,Apple Daily
一 月 十 五 日 各 報 頭 條 搶 先 報,https://www.appledaily.com.tw/realtimenews/article/new/20160115/775296/,蘋果日報頭條決戰雙北 今拚最後一夜決戰北台灣！總統、立委選舉明天投票，三黨總統候選人今把握選戰最後24小時掃街衝刺，選前...,2016-01-15,Apple Daily
朝 野 政 黨 聲 援 1 6 歲 星 台 妹   朱 立 倫 搖 旗 不 怕 黃 安 舉 報,https://www.appledaily.com.tw/appledaily/article/entertainment/20160115/37012182/,國民黨文傳會主委林奕華表示，中華民國存在不容否認，國民黨捍衛中華民國、捍衛青天白日滿地紅國旗，不僅認同、聲援周子瑜，也無...,2016-01-15,Apple Daily
朱 喊 團 結 「 不 能 拿 中 華 民 國 出 氣 」,https://www.appledaily.com.tw/appledaily/article/headline/20160115/37012319/,朱立倫昨從新北市泰山區出發，車隊橫跨新莊、樹林、鶯歌、三峽、土城、板橋等區，黨籍立委候選人包括吳育昇、黃志雄、盧嘉辰等都...,2016-01-15,Apple Daily
趙 少 康 傳 真 ： 明 天 去 投 票 （ 趙 少 康 ）,https://www.appledaily.com.tw/appledaily/article/headline/20160115/37012457/,朱立倫還算是中生代的佼佼者，選後必須結盟親、新兩黨，培養年輕世代在三年後競選縣市長、縣市議員。如何評量國民黨的選舉成敗，...,2016-01-15,Apple Daily
辣 蘋 果 ： 選 票 的 排 列 組 合 （ 余 艾 苔 ）,https://www.appledaily.com.tw/appledaily/article/headline/20160115/37012395/,民進黨訴求總統與國會過半的完全執政，但鑑於國民黨一黨獨大，缺乏制衡力量，又再加上民眾未必想讓民進黨「贏者全拿」，因此這3...,2016-01-15,Apple Daily
外 媒 ： 捍 衛 台 人 身 分 認 同 之 戰,https://www.appledaily.com.tw/appledaily/article/headline/20160115/37012364/,美國《洛杉磯時報》觀察，旅美台人陸續返鄉投票，包括政治受難者後代。1960年代移民美國的王先生稱，他父親在國民黨的白色恐...,2016-01-15,Apple Daily
決 戰 雙 北   今 拚 最 後 一 夜,https://www.appledaily.com.tw/appledaily/article/headline/20160115/37012309/,【綜合報導】總統、立委選舉今進入最後階段拼戰，為防範投票前夕發生突發事故影響選情，國安特勤、警政系統全面總動員，展開對三...,2016-01-15,Apple Daily
1 8 個 黨   分 裂 投 票 史 上 最 烈,https://www.appledaily.com.tw/appledaily/article/headline/20160115/37012348/,民進黨選舉對策委員會原本樂觀評估不分區立委可望拿下16至17席，本月初發現，時代力量立委候選人黃國昌被《中國時報》、中天...,2016-01-15,Apple Daily
白 宮 盼   選 後 兩 岸 穩 定 對 話,https://www.appledaily.com.tw/appledaily/article/headline/20160115/37012358/,羅德斯（Ben Rhodes）前天在被問及台灣大選時稱，美國並未在大選中選邊戰，希望不論誰當選總統，兩岸議題都能和平解決...,2016-01-15,Apple Daily
宋 喊   人 民 別 再 向 藍 綠 妥 協,https://www.appledaily.com.tw/appledaily/article/headline/20160115/37012338/,宋楚瑜昨上午先到板橋傳統市場由前立委吳清池陪同，與立委候選人康仁俊掃街一個半小時，受到熱烈歡迎，有支持者獻花、送蒜頭、菜...,2016-01-15,Apple Daily
台 灣 要 變 天   蔡 喚 選 民 相 挺,https://www.appledaily.com.tw/appledaily/article/headline/20160115/37012328/,蔡英文昨出發前先至高雄三鳳宮參拜，祈求一路平安、順利當選，蔡英文感謝高雄市長陳菊的努力，奠定民主發展的基石。蔡英文強調，...,2016-01-15,Apple Daily
呂 秋 遠 ： 別 再 讓 自 己 後 悔 四 年,https://www.appledaily.com.tw/realtimenews/article/new/20160115/774904/,明天就是投票日，或許有些人還不確定投票意向，甚至可能要不要去投票，都還在慎重考慮。不過，基於本次選舉的重要性，還是建議如...,2016-01-15,Apple Daily
趙 少 康 ： 明 天 去 投 票,https://www.appledaily.com.tw/realtimenews/article/new/20160115/774900/,就在選戰打到最激烈的時候，突然傳出馬英九在選後可能會回鍋當國民黨主席的訊息，雖然立刻遭總統府發言人否認，可是為何在此時發...,2016-01-15,Apple Daily
【 更 新 】 選 前 國 民 黨 高 雄 晚 會 　 朱 立 倫 籲 選 民 為 台 灣 投 票,https://www.appledaily.com.tw/realtimenews/article/new/20160114/775185/,（更新：新增影片）國民黨今晚在高雄夢時代廣場舉辦選前之夜，現場5萬張座椅幾無虛席，國旗旗海飄揚。總統候選人朱立倫除批對手...,2016-01-14,Apple Daily
【 四 方 報 】 三 黨 總 統 候 選 人 回 應 移 民 政 策 　 移 盟 ： 牛 肉 還 是 支 票,https://www.appledaily.com.tw/realtimenews/article/new/20160114/775235/,本內容由四方報提供文、圖／移民移住人權修法聯盟提供 台灣總統大選屆臨最後兩日，民進黨、國民黨及親民黨總統候選人...,2016-01-14,Apple Daily
【 民 報 劉 黎 兒 專 欄 】 黨 產 歸 零   核 電 更 應 歸 零 ！ 用 選 票 淘 汰 擁 核 政 客 ！,https://www.appledaily.com.tw/realtimenews/article/new/20160114/775193/,本內容由民報提供（摘錄　全文請連結民報）應該歸零的不僅黨產，核電也應早日歸零！ 核災危險跟位居高位的人無關，去...,2016-01-14,Apple Daily
【 更 新 】 宋 楚 瑜 宜 蘭 掃 街 　 細 數 政 績 與 鄉 親 博 感 情,https://www.appledaily.com.tw/realtimenews/article/new/20160114/774841/,（更新：影片）親民黨總統候選人宋楚瑜今下午前往宜蘭進行掃街拜票，他細數昔日擔任省長時近百次到宜蘭替鄉親服務，也強調宜蘭是...,2016-01-14,Apple Daily
【 更 新 】 王 金 平 讚 馬 英 九 做 得 好 　 「 有 什 麼 好 嫌 ？ 」,https://www.appledaily.com.tw/realtimenews/article/new/20160114/774963/,（更新：新增影片）立法院長王金平下午到彰化輔選時，除再次以「六月芥菜」暗諷民進黨談國會改革只是喊口號，也大讚總統馬英九把...,2016-01-14,Apple Daily
【 有 片 】 朱 立 倫 、 高 婉 倩 首 度 合 體 掃 街 　 十 指 緊 扣 曬 恩 愛,https://www.appledaily.com.tw/realtimenews/article/new/20160114/774577/,（更新：增加影片）國民黨總統候選人朱立倫今天到新北市泰山地區掃街，還首度與夫人高婉倩合體，兩人一起站上掃街車，沿路都有民...,2016-01-14,Apple Daily
【 法 廣 R F I 】 選 前 4 8 小 時 台 灣 兩 大 政 黨 全 力 較 勁,https://www.appledaily.com.tw/realtimenews/article/new/20160114/775077/,本內容由法廣中文部提供後天台灣就要投票選總統了，各政黨全力造勢，國民黨舉行了一場「懇託記者會」，重量級政治人物胡志強、王...,2016-01-14,Apple Daily
【 更 新 】 柯 P 板 橋 騎 鐵 馬 掃 街 　 挺 民 進 黨 立 委 候 選 人,https://www.appledaily.com.tw/realtimenews/article/new/20160114/774777/,（更新：新增畫面）新北市板橋東、西區（第六及第七選區）立委選情緊繃，民進黨這次立院席次想要拚過半，這兩區甚為關鍵，板橋東...,2016-01-14,Apple Daily
童 子 賢 讚 吳 優 秀 議 員 　 丁 守 中 A + + 立 委,https://www.appledaily.com.tw/realtimenews/article/new/20160114/775055/,和碩（4938）董事長童子賢替國民黨士林北投區立委候選人丁守中站台，呼籲選民能夠投票支持，童子賢稱讚丁守中是A++立委，...,2016-01-14,Apple Daily
台 中 市 民 夾 道 迎 小 英 　 路 過 國 民 黨 市 黨 部 暗 較 勁,https://www.appledaily.com.tw/realtimenews/article/new/20160114/775022/,民進黨總統候選人蔡英文今日傍晚為台中市立委候選人黃國書與張廖萬金拉抬聲勢，並在台中市長林佳龍陪同下掃街拜票，沿途支持者夾...,2016-01-14,Apple Daily
黃 安 快 來 ！ 　 朱 立 倫 正 妹 發 言 人 挺 周 子 瑜,https://www.appledaily.com.tw/realtimenews/article/new/20160114/774942/,南韓女團「TWICE」的16歲台灣籍成員周子瑜，被黃安舉報為台獨分子，引發爭議，周子瑜因此飽受中國網友攻擊，甚至影響代言...,2016-01-14,Apple Daily
哀 悼 小 桃 阿 嬤 　 朱 立 倫 ： 繼 續 向 日 本 政 府 爭 取 道 歉 與 賠 償,https://www.appledaily.com.tw/realtimenews/article/new/20160114/774970/,台籍慰安婦小桃阿嬤今下午逝世，國民黨總統候選人朱立倫在臉書上發文哀悼，朱立倫表示，聽聞這項不幸的消息心中滿是震驚，也很遺...,2016-01-14,Apple Daily
【 更 新 】 為 了 朱 立 倫 的 她 　 A 濫 不 會 刪 文,https://www.appledaily.com.tw/realtimenews/article/new/20160114/774128/,（更新：新增台南地檢署回應、影片）朱立倫競選總部發言人徐巧芯長相甜美可人，吸引許多男生的目光，知名部落客「A濫」林雅強今...,2016-01-14,Apple Daily
僑 胞 挺 朱 立 倫 大 會 　 馬 總 統 4 0 分 鐘 談 政 績,https://www.appledaily.com.tw/realtimenews/article/new/20160114/774850/,國民黨今天舉行四海同心海外造勢大會，現場上千名僑胞與會力挺總統候選人朱立倫。馬英九總統到場致詞時，全場講了近40分鐘，細...,2016-01-14,Apple Daily
【 有 片 】 馬 英 九 帶 頭 比 讚 　 籲 泛 藍 集 中 投 藍,https://www.appledaily.com.tw/realtimenews/article/new/20160114/774572/,（更新：增加影片）大選進入倒數，國民黨三位前黨主席馬英九、連戰和吳伯雄今天陪同國民黨不分區立委候選人，在中央黨部舉行記者...,2016-01-14,Apple Daily
【 有 片 】 總 統 大 選 倒 數 　 美 智 庫 學 者 「 華 府 密 切 關 注 」,https://www.appledaily.com.tw/realtimenews/article/new/20160114/774454/,(更新：新增動新聞)美國智庫蘭德公司（RAND Corporation）與我駐洛杉磯台北經濟文化辦事處周三在聖塔莫尼卡合...,2016-01-14,Apple Daily
聲 援 周 子 瑜 　 宋 楚 瑜 ： 台 灣 人 支 持 中 華 民 國 存 在,https://www.appledaily.com.tw/realtimenews/article/new/20160114/774835/,親民黨總統候選人宋楚瑜今天下午到宜蘭進行掃街拜票，並解釋過去擔任省長時，就有多次來到宜蘭關注地方產業，也只有他能了解鄉親...,2016-01-14,Apple Daily
海 外 歸 僑 造 勢 　 洪 秀 柱 挺 朱 ： 這 票 不 投 ， 我 心 淌 血,https://www.appledaily.com.tw/realtimenews/article/new/20160114/774789/,後天就要投票，不少僑胞提前返台投票，國民黨今天下午舉行四海同心海外造勢大會，國民黨總統候選人朱立倫到場致意，受到熱烈歡迎...,2016-01-14,Apple Daily
她 嗆 黃 安 「 小 孬 孬 」 　 還 說 「 歡 迎 對 號 入 座 」,https://www.appledaily.com.tw/realtimenews/article/new/20160114/774794/,黃安鎖定台獨分子砲火四射，但就連韓國女團的台灣女孩周子瑜，只是拿著中華民國國旗，也衰中黃安的箭，硬是被打成，「台獨分子」...,2016-01-14,Apple Daily
【 更 新 】 阿 文 尬 阿 桃 　 竟 是 統 總 賭 盤 代 號,https://www.appledaily.com.tw/realtimenews/article/new/20160114/774594/,（更新：新增影片）阿文與阿桃究竟是誰？台中市刑大偵一隊前日破獲藏身豪宅的賭博簽賭站，逮捕周姓男子，並在電腦資料夾發現疑似...,2016-01-14,Apple Daily
被 A 濫 「 做 掉 」 　 候 選 人 揚 言 提 告,https://www.appledaily.com.tw/realtimenews/article/new/20160114/774641/,知名部落客「A爛」林雅強為向朱立倫競選總部發言人徐巧芯示愛，涉嫌竄改台南市第3選舉區的選舉公報，將2號候選人、民國黨的鄧...,2016-01-14,Apple Daily
李 婉 鈺 控 餐 會 發 錢 賄 選 　 羅 致 政 ： 哪 門 子 神 邏 輯,https://www.appledaily.com.tw/realtimenews/article/new/20160114/774657/,新北市板橋東區立委候選人李婉鈺兩度召開記者會，指控同選區民進黨立委候選人羅致政本月初出席民進黨新北市議員何博文宴請板橋第...,2016-01-14,Apple Daily
【 蘋 果 L i v e 】 朱 立 倫 參 加 「 四 海 同 心 團 結 造 勢 大 會 」 　 1 4 : 0 0 直 播,https://www.appledaily.com.tw/realtimenews/article/new/20160114/774578/,國民黨繼上午於中央黨部舉辦「選前懇託記者會」，由黨內大老及33位不分區立委候選人一同呼喊口號，呼籲選民團結支持國民黨；緊...,2016-01-14,Apple Daily
綠 控 市 府 動 員 輔 選 　 新 北 市 ： 造 假 抹 黑 不 實 指 控,https://www.appledaily.com.tw/realtimenews/article/new/20160114/774634/,對於民進黨發言人王閔生指控，國民黨總統候選人朱立倫利用行政單位輔選，今天下午鶯歌掃街，和明天選前之夜動員，都已違反《公務...,2016-01-14,Apple Daily
【 決 戰 倒 數 】 拿 黃 芳 彥 政 治 獻 金 ？ 　 蔡 英 文 斥 烏 龍 爆 料,https://www.appledaily.com.tw/realtimenews/article/new/20160114/774543/,（更新：增加影片）選戰進入最後倒數，新黨不分區立委候選人邱毅昨指控，民進黨總統候選人蔡英文疑似收受涉扁案滯美的新光醫院前...,2016-01-14,Apple Daily
【 決 戰 倒 數 】 綠 控 新 北 市 成 朱 立 倫 輔 選 分 支 　 籲 監 院 徹 查,https://www.appledaily.com.tw/realtimenews/article/new/20160114/774585/,民進黨今上午舉行「整個新北市政府都是我的競選總部？」記者會，黨發言人王閔生與阮昭雄指出，國民黨總統候選人朱立倫公然利用行...,2016-01-14,Apple Daily
李 婉 鈺 秀 「 助 選 」 影 片 　 質 疑 羅 致 政 與 藍 營 關 係,https://www.appledaily.com.tw/realtimenews/article/new/20160114/774579/,新北市板橋區無黨籍立委候選人李婉鈺，今天出示1分21秒影片，緊咬對手民進黨立委候選人羅致政與藍營關係不單純，影片內容指出...,2016-01-14,Apple Daily
等 不 到 政 黨 輪 替 　 「 枋 寮 阿 公 」 走 了,https://www.appledaily.com.tw/realtimenews/article/new/20160114/774538/,朱立倫「淡水阿嬤」及蔡英文「枋寮阿公」，曾被網友譽為阿公阿嬤史詩對決，現在傳出，已經重病的「枋寮阿公」，在病榻前也要守著...,2016-01-14,Apple Daily
【 民 報 】 圖 輯 ： 朱 立 倫 掃 街 與 「 史 上 最 長 車 震 」,https://www.appledaily.com.tw/realtimenews/article/new/20160114/774537/,本內容由民報提供(摘錄 全文請連結民報)民報【圖輯】朱立倫掃街與「史上最長車震」原標題：細雨寒風中飛奔兼甩尾的掃街文‧圖...,2016-01-14,Apple Daily
【 蘋 果 L i v e 】 馬 英 九 出 席 「 選 前 懇 託 會 」 　 0 9 : 3 0 直 播,https://www.appledaily.com.tw/realtimenews/article/new/20160114/774483/,距離2016總統、立法委員選舉投票日僅剩兩天的時間，國民黨總統候選人朱立倫日前密集掃街時，強調最後關鍵全黨同志團結一致，...,2016-01-14,Apple Daily
日 媒 ： 蔡 英 文 獲 年 輕 人 支 持 　 有 壓 倒 性 優 勢,https://www.appledaily.com.tw/realtimenews/article/new/20160114/774455/,台灣總統大選將近，《日本電視台》就分析認為，民進黨總統候選人蔡英文獲得年輕人的支持，具有壓倒性的優勢。報導指出，這次的選...,2016-01-14,Apple Daily
k u s o 競 選 公 報 恐 觸 法 　 A 濫 ： 為 愛 她,https://www.appledaily.com.tw/realtimenews/article/new/20160114/774399/,（更新：新增A濫回應）知名部落客「A濫」林雅強在臉書PO出KUSO版選舉公報，將自己照片及KUSO政見合成進台南市立委選...,2016-01-14,Apple Daily
一 月 十 四 日 各 報 頭 條 搶 先 報,https://www.appledaily.com.tw/realtimenews/article/new/20160114/774429/,蘋果日報頭條加盟馬林魚 殷仔身價32億台灣旅美王牌投手陳偉殷昨以最長6年、總值最高9600萬美元（約32.2億元台幣），...,2016-01-14,Apple Daily
朱 打 兩 蔣 牌 「 票 催 出 就 贏 」,https://www.appledaily.com.tw/appledaily/article/headline/20160114/37010392/,昨天是故總統蔣經國逝世28周年，朱立倫先後赴慈湖、頭寮陵寢謁陵；他說，擔任桃園縣長時，在民進黨反對下，將遭破壞、拆除的兩...,2016-01-14,Apple Daily
上 緊 發 條   大 咖 盡 出 火 力 全 開,https://www.appledaily.com.tw/appledaily/article/headline/20160114/37010442/,"昨晚蔡英文的台中造勢晚會上，有阿伯高舉太陽花到場相挺。林建鋒攝
此次立委選舉有18個政黨爭不分區立委席次，選票達73公分...",2016-01-14,Apple Daily
宋 打 經 國 牌   怒 駁 橘 子 變 綠,https://www.appledaily.com.tw/appledaily/article/headline/20160114/37010401/,昨是故總統蔣經國逝世紀念日，宋楚瑜周一已先到桃園大溪頭寮謁陵，昨又在金門獻花追思，他昨出發前在機場受訪說，什麼叫做綠？若...,2016-01-14,Apple Daily
【 法 廣 R F I 】 台 灣 總 統 府 否 認 馬 將 回 任 國 民 黨 主 席,https://www.appledaily.com.tw/realtimenews/article/new/20160113/774246/,本內容由法廣中文部提供台灣一家週刊今天報導，本周六總統選舉過後，如果蔡英文當選總統，國民黨主席朱立倫可能為敗選負責下台，...,2016-01-13,Apple Daily
